order_id,customer_id,order_date,ship_date,delivery_date,ship_mode,origin_warehouse,dest_city,dest_state,product_category,product_id,quantity,unit_price,order_value,shipping_cost,delivery_time_days,delivery_status,returned,cost_of_goods,labor_time_minutes,order_priority,promo_code,customer_segment,carrier,profit,profit_margin,order_week,order_month,order_year,fulfillment_lag_days,delivery_lag,on_time
O000516,C1186,2024-07-05,2024-07-06,2024-07-09,Two-Day,WH_West,City_359,GA,Beauty,P9927,3,51.98,155.94,14.36,3,Delivered,Yes,71.85,45,Low,WELCOME5,Consumer,CarrierA,64.33,0.413,27,Jul,2024,1,2,1
O000517,C1052,2025-01-02,2025-01-03,2025-01-05,Air,WH_South,City_175,FL,Sports,P7719,1,60.19,60.19,28.9,2,Delivered,No,28.38,17,High,SUMMER10,Consumer,CarrierC,0.87,0.014,1,Jan,2025,1,1,1
O000518,C1933,2024-04-08,2024-04-10,2024-04-16,Ground,WH_Central,City_214,TX,Sports,P7635,7,34.75,243.25,5.92,6,Delivered,No,103.9,105,Medium,FREESHIP,Enterprise,CarrierB,120.83,0.497,15,Apr,2024,2,4,1
O000519,C1636,2024-07-20,2024-07-21,2024-07-26,Ground,WH_Central,City_308,NC,Electronics,P9193,2,48.61,97.22,6.5,5,Delivered,Yes,48.61,36,Medium,SUMMER10,Consumer,CarrierA,37.79,0.389,29,Jul,2024,1,4,1
O000520,C2082,2025-01-13,2025-01-13,2025-01-18,Ground,WH_North,City_316,CA,Beauty,P1897,3,58.08,174.24,7,5,Delivered,No,83.74,36,Low,WELCOME5,SMB,CarrierA,79.18,0.454,3,Jan,2025,0,5,1
O000521,C1836,2024-03-22,2024-03-23,2024-03-28,Ground,WH_North,City_133,IL,Toys,P9726,3,52.25,156.75,6.93,5,Delivered,Yes,66.02,48,Medium,SUMMER10,Enterprise,CarrierB,78.04,0.498,12,Mar,2024,1,4,1
O000522,C1681,2024-06-27,2024-06-28,2024-06-30,Two-Day,WH_South,City_123,IL,Home,P4824,4,72.99,291.96,14.15,2,Delivered,No,145.56,56,Low,NA,SMB,CarrierC,125.53,0.43,26,Jun,2024,1,1,1
O000523,C1701,2024-09-05,2024-09-07,2024-09-11,Two-Day,WH_South,City_233,OH,Toys,P2460,3,40.2,120.6,13.85,4,Delivered,No,55.41,45,High,FREESHIP,Enterprise,CarrierA,45.94,0.381,36,Sep,2024,2,2,0
O000524,C2427,2024-04-14,2024-04-14,2024-04-16,Two-Day,WH_North,City_159,CA,Sports,P1748,2,51.33,102.66,16.16,2,Delivered,No,45.14,26,Low,NA,SMB,CarrierB,38.24,0.372,15,Apr,2024,0,2,1
O000525,C2185,2025-02-07,2025-02-09,2025-02-15,Ground,WH_Central,City_245,CA,Apparel,P5143,3,38.63,115.89,6.17,6,Delivered,No,60.41,39,High,SUMMER10,Enterprise,CarrierA,44.63,0.385,6,Feb,2025,2,4,1
O000526,C1086,2024-07-23,2024-07-25,2024-07-27,Two-Day,WH_West,City_293,NY,Home,P4133,6,21.12,126.72,12.13,2,Delivered,No,66.93,108,Low,FREESHIP,Enterprise,CarrierD,34.7,0.274,30,Jul,2024,2,0,1
O000527,C1227,2024-08-03,2024-08-03,2024-08-05,Overnight,WH_West,City_60,PA,Electronics,P6623,3,36.25,108.75,40.72,2,Delivered,No,54.38,30,Low,NA,Enterprise,CarrierA,10.05,0.092,31,Aug,2024,0,2,1
O000528,C2592,2024-02-22,2024-02-24,2024-03-02,Ground,WH_Central,City_188,PA,Sports,P2526,4,4.09,16.36,6.07,7,Delivered,No,6.71,64,High,FREESHIP,Enterprise,CarrierD,-4.1,-0.251,8,Feb,2024,2,5,1
O000529,C2683,2024-03-06,2024-03-08,2024-03-13,Ground,WH_North,City_183,IL,Apparel,P9010,3,30.6,91.8,7.14,5,Delivered,No,33.81,48,Medium,FREESHIP,Enterprise,CarrierD,45.09,0.491,10,Mar,2024,2,3,1
O000530,C2928,2024-07-27,2024-07-28,2024-07-30,Two-Day,WH_West,City_155,NY,Toys,P6869,2,65.49,130.98,12.26,2,Delivered,No,63.01,26,High,WELCOME5,Enterprise,CarrierD,52.59,0.402,30,Jul,2024,1,1,1
O000531,C2562,2025-02-18,2025-02-18,2025-03-02,Ground,WH_East,City_114,OH,Home,P7675,3,19.78,59.34,6.17,12,Delivered,No,22.73,39,Low,WELCOME5,Enterprise,CarrierD,25.76,0.434,8,Feb,2025,0,12,0
O000532,C2197,2024-01-16,2024-01-18,2024-01-21,Overnight,WH_West,City_308,TX,Toys,P8643,3,32.49,97.47,48.27,3,Delivered,No,45.33,36,Medium,NA,Enterprise,CarrierC,-0.45,-0.005,3,Jan,2024,2,1,0
O000533,C2197,2025-03-07,2025-03-09,2025-03-13,Overnight,WH_South,City_91,OH,Beauty,P8412,3,54.75,164.25,56.12,4,Delivered,No,77.34,51,Medium,FREESHIP,SMB,CarrierC,24.67,0.15,10,Mar,2025,2,2,0
O000534,C1002,2025-11-30,2025-12-01,2025-12-07,Ground,WH_North,City_131,PA,Beauty,P8540,4,30.73,122.92,7.42,6,Delivered,No,50.4,44,Medium,WELCOME5,SMB,CarrierD,59.82,0.487,48,Nov,2025,1,5,1
O000535,C1606,2024-06-07,2024-06-07,2024-06-09,Two-Day,WH_West,City_207,NY,Sports,P8403,3,53.22,159.66,14.83,2,Delivered,Yes,63.8,51,Low,WELCOME5,SMB,CarrierA,74.91,0.469,23,Jun,2024,0,2,1
O000536,C1702,2024-05-18,2024-05-20,2024-05-25,Two-Day,WH_West,City_27,GA,Toys,P9397,4,43.4,173.6,16.6,5,Delivered,No,61.39,68,High,NA,Consumer,CarrierD,87.45,0.504,20,May,2024,2,3,0
O000537,C1401,2024-09-22,2024-09-23,2024-09-28,Ground,WH_East,City_60,CA,Sports,P4504,2,29.65,59.3,5.78,5,Delivered,No,27.53,30,Medium,FREESHIP,Enterprise,CarrierC,22.39,0.378,38,Sep,2024,1,4,1
O000538,C1137,2024-05-01,2024-05-03,2024-05-11,Ground,WH_East,City_385,CA,Electronics,P8890,1,44.34,44.34,6.51,8,Delivered,No,22.17,14,Critical,FREESHIP,Enterprise,CarrierC,13.98,0.315,18,May,2024,2,6,0
O000539,C1480,2024-10-24,2024-10-24,2024-10-29,Ground,WH_East,City_256,MI,Beauty,P3713,6,74.67,448.02,7.19,5,Delivered,No,214.15,96,High,NA,Consumer,CarrierB,215.16,0.48,43,Oct,2024,0,5,1
O000540,C2959,2024-06-02,2024-06-02,2024-06-08,Air,WH_East,City_71,GA,Home,P9160,3,52.24,156.72,29.74,6,Delivered,No,63.99,51,Low,FREESHIP,Consumer,CarrierA,56.87,0.363,22,Jun,2024,0,6,0
O000541,C1766,2024-08-29,2024-08-30,2024-09-01,Air,WH_East,City_292,CA,Beauty,P4821,4,73.12,292.48,32.52,2,Delivered,No,153.01,68,Low,NA,Enterprise,CarrierC,98.79,0.338,35,Aug,2024,1,1,1
O000542,C2619,2024-06-23,2024-06-25,2024-06-28,Air,WH_Central,City_59,MI,Toys,P9359,5,43.64,218.2,32.58,3,Delivered,No,78.46,75,Low,WELCOME5,Consumer,CarrierC,98.16,0.45,25,Jun,2024,2,1,1
O000543,C1820,2025-06-24,2025-06-24,2025-06-28,Overnight,WH_North,City_337,CA,Electronics,P5380,5,65.17,325.85,47.54,4,Delivered,No,162.93,75,Medium,NA,SMB,CarrierC,106.38,0.326,26,Jun,2025,0,4,0
O000544,C1868,2024-08-20,2024-08-20,2024-08-26,Ground,WH_North,City_36,PA,Toys,P5880,3,80.73,242.19,6.15,6,Delivered,No,123.77,48,High,WELCOME5,Consumer,CarrierB,106.51,0.44,34,Aug,2024,0,6,1
O000545,C2989,2024-01-18,2024-01-19,2024-01-24,Ground,WH_West,City_223,OH,Sports,P1736,3,63.61,190.83,6.79,5,Delivered,No,70.38,54,Low,SUMMER10,Enterprise,CarrierA,107.18,0.562,3,Jan,2024,1,4,1
O000546,C1668,2025-05-18,2025-05-18,2025-05-21,Air,WH_South,City_261,NY,Sports,P4027,3,67.84,203.52,30.7,3,Delivered,No,101.29,60,Medium,NA,Consumer,CarrierC,64.33,0.316,20,May,2025,0,3,1
O000547,C2773,2024-01-23,2024-01-23,2024-01-31,Ground,WH_West,City_185,MI,Home,P2112,2,53.85,107.7,6.56,8,Lost,No,51.44,30,Medium,SUMMER10,Consumer,CarrierA,46.1,0.428,4,Jan,2024,0,8,0
O000548,C1707,2024-08-18,2024-08-20,2024-08-21,Overnight,WH_Central,City_366,PA,Sports,P7462,2,74.71,149.42,53.34,1,Delivered,No,64.34,26,Medium,FREESHIP,Consumer,CarrierB,28.62,0.192,33,Aug,2024,2,-1,1
O000549,C2498,2025-04-16,2025-04-18,2025-04-27,Ground,WH_North,City_96,MI,Toys,P4907,3,33.14,99.42,7.17,9,Delivered,No,37.94,36,Low,NA,Consumer,CarrierD,49.99,0.503,16,Apr,2025,2,7,0
O000550,C1904,2024-05-26,2024-05-28,2024-06-05,Ground,WH_North,City_7,GA,Electronics,P9725,6,57.82,346.92,5.75,8,Delivered,No,173.46,96,High,WELCOME5,SMB,CarrierA,156.19,0.45,21,May,2024,2,6,0
O000551,C2191,2025-06-01,2025-06-01,2025-06-04,Two-Day,WH_East,City_86,GA,Apparel,P1955,5,58.08,290.4,16.95,3,Delivered,No,130.14,65,High,SUMMER10,Consumer,CarrierD,135.51,0.467,22,Jun,2025,0,3,1
O000552,C2110,2024-01-15,2024-01-17,2024-01-22,Ground,WH_Central,City_282,CA,Home,P6581,4,44.77,179.08,6.81,5,Delivered,No,71.46,56,Low,WELCOME5,SMB,CarrierA,94.09,0.525,3,Jan,2024,2,3,1
O000553,C1495,2025-10-14,2025-10-14,2025-10-16,Two-Day,WH_West,City_75,CA,Apparel,P1343,4,45.71,182.84,12.12,2,Delivered,No,66.18,72,Low,FREESHIP,SMB,CarrierB,95.9,0.525,42,Oct,2025,0,2,1
O000554,C1217,2024-11-15,2024-11-17,2024-11-22,Two-Day,WH_West,City_91,PA,Apparel,P6098,3,59.9,179.7,13.41,5,Delivered,No,67.76,42,Medium,WELCOME5,SMB,CarrierB,93.49,0.52,46,Nov,2024,2,3,0
O000555,C1331,2024-08-04,2024-08-05,2024-08-12,Ground,WH_North,City_339,NY,Home,P6687,4,64.98,259.92,6.57,7,Delivered,No,121.77,76,High,NA,Consumer,CarrierD,122.46,0.471,31,Aug,2024,1,6,1
O000556,C2225,2024-03-01,2024-03-01,2024-03-03,Air,WH_North,City_255,NY,Beauty,P1274,3,26.95,80.85,35.45,2,Delivered,No,42.86,48,Medium,NA,Enterprise,CarrierA,-3.22,-0.04,9,Mar,2024,0,2,1
O000557,C1109,2024-01-24,2024-01-24,2024-01-29,Ground,WH_North,City_272,OH,Home,P2431,5,57.68,288.4,5.68,5,Delivered,No,141.57,80,Low,WELCOME5,SMB,CarrierB,131.55,0.456,4,Jan,2024,0,5,1
O000558,C2142,2024-07-25,2024-07-26,2024-07-29,Two-Day,WH_East,City_108,TX,Beauty,P8904,6,44.84,269.04,16.45,3,Delivered,No,139.97,96,Medium,FREESHIP,Enterprise,CarrierB,101.1,0.376,30,Jul,2024,1,2,1
O000559,C1618,2025-03-14,2025-03-14,2025-03-19,Ground,WH_West,City_106,OH,Toys,P2465,3,84.09,252.27,7.14,5,Delivered,Yes,103.88,42,Medium,SUMMER10,Consumer,CarrierA,136.21,0.54,11,Mar,2025,0,5,1
O000560,C1726,2025-06-06,2025-06-08,2025-06-15,Ground,WH_North,City_340,CA,Toys,P2654,4,86.16,344.64,7.22,7,Delivered,No,165.14,60,Medium,NA,Consumer,CarrierC,165.08,0.479,23,Jun,2025,2,5,1
O000561,C2077,2024-07-10,2024-07-10,2024-07-19,Ground,WH_South,City_308,IL,Beauty,P6877,3,40.29,120.87,7.29,9,Delivered,No,53.83,33,High,WELCOME5,Enterprise,CarrierD,55.79,0.462,28,Jul,2024,0,9,0
O000562,C2592,2025-09-12,2025-09-13,2025-09-18,Two-Day,WH_Central,City_350,TX,Beauty,P4109,3,76.93,230.79,12.19,5,Delivered,No,120.76,45,Medium,FREESHIP,Consumer,CarrierA,92.44,0.401,37,Sep,2025,1,4,0
O000563,C1026,2025-10-30,2025-10-31,2025-11-08,Ground,WH_South,City_31,PA,Electronics,P8676,1,57.55,57.55,7.45,8,Delivered,No,28.77,21,Low,NA,Enterprise,CarrierA,18.81,0.327,44,Oct,2025,1,7,0
O000564,C2249,2024-09-21,2024-09-23,2024-10-01,Ground,WH_North,City_313,MI,Home,P5433,2,95.5,191,7.32,8,Delivered,No,72.15,28,Low,SUMMER10,Enterprise,CarrierD,108.17,0.566,38,Sep,2024,2,6,0
O000565,C1591,2024-06-03,2024-06-05,2024-06-10,Ground,WH_West,City_99,OH,Apparel,P6976,3,45.95,137.85,6.21,5,Delivered,No,68.39,36,Low,FREESHIP,Consumer,CarrierD,58.93,0.427,23,Jun,2024,2,3,1
O000566,C2133,2024-12-25,2024-12-25,2025-01-04,Ground,WH_South,City_23,GA,Apparel,P1194,6,40.93,245.58,5.09,10,Delivered,No,104.3,66,Low,FREESHIP,Consumer,CarrierB,128.27,0.522,52,Dec,2024,0,10,0
O000567,C2752,2024-05-03,2024-05-05,2024-05-07,Overnight,WH_North,City_167,OH,Toys,P2872,5,62.83,314.15,59.74,2,Delivered,No,144.3,85,Low,FREESHIP,Enterprise,CarrierC,99.91,0.318,18,May,2024,2,0,1
O000568,C1923,2024-09-03,2024-09-03,2024-09-08,Ground,WH_West,City_176,FL,Toys,P7898,4,35.85,143.4,6.96,5,Delivered,No,71.02,72,Medium,WELCOME5,Consumer,CarrierA,56.78,0.396,36,Sep,2024,0,5,1
O000569,C1526,2025-10-27,2025-10-29,2025-11-02,Two-Day,WH_East,City_266,NC,Home,P7390,2,50.25,100.5,17.64,4,Delivered,No,43.95,30,Low,FREESHIP,Consumer,CarrierA,35.31,0.351,44,Oct,2025,2,2,0
O000570,C2776,2024-07-21,2024-07-21,2024-07-25,Air,WH_South,City_241,GA,Home,P6179,3,43.15,129.45,34.53,4,Delivered,No,51.26,48,High,WELCOME5,Consumer,CarrierA,37.9,0.293,29,Jul,2024,0,4,0
O000571,C1869,2025-08-16,2025-08-17,2025-08-22,Ground,WH_North,City_75,TX,Toys,P1890,2,74.09,148.18,5.08,5,Delivered,No,66.54,26,Low,NA,Consumer,CarrierD,73.44,0.496,33,Aug,2025,1,4,1
O000572,C2046,2025-04-18,2025-04-20,2025-04-27,Ground,WH_Central,City_19,NC,Toys,P8696,3,38.47,115.41,6.05,7,Delivered,No,53.54,42,Low,FREESHIP,Enterprise,CarrierD,50.78,0.44,16,Apr,2025,2,5,1
O000573,C2340,2025-10-29,2025-10-31,2025-11-05,Two-Day,WH_North,City_73,MI,Beauty,P3929,5,49.21,246.05,13.42,5,Delivered,No,99.16,70,Low,SUMMER10,Enterprise,CarrierB,125.07,0.508,44,Oct,2025,2,3,0
O000574,C2362,2024-06-09,2024-06-10,2024-06-15,Ground,WH_West,City_352,NY,Sports,P3214,2,48.77,97.54,5.56,5,Delivered,No,38.17,22,Low,WELCOME5,Consumer,CarrierD,51.17,0.525,23,Jun,2024,1,4,1
O000575,C1777,2025-06-03,2025-06-03,2025-06-05,Air,WH_West,City_196,PA,Sports,P9489,6,63.53,381.18,25.55,2,Delivered,No,194.84,66,High,NA,SMB,CarrierC,152.87,0.401,23,Jun,2025,0,2,1
O000576,C2164,2025-02-04,2025-02-04,2025-02-06,Air,WH_South,City_356,FL,Home,P9896,2,57.1,114.2,33.01,2,Delivered,No,44.15,40,Low,SUMMER10,Enterprise,CarrierA,32.24,0.282,6,Feb,2025,0,2,1
O000577,C2597,2024-11-18,2024-11-19,2024-11-27,Ground,WH_East,City_187,TX,Electronics,P2055,2,71.13,142.26,6.09,8,Delivered,No,71.13,26,Medium,WELCOME5,Enterprise,CarrierC,61.92,0.435,47,Nov,2024,1,7,0
O000578,C1869,2024-11-03,2024-11-04,2024-11-09,Ground,WH_East,City_356,CA,Sports,P9068,2,61.75,123.5,6.09,5,Delivered,No,57.28,32,Low,WELCOME5,Consumer,CarrierB,56.29,0.456,44,Nov,2024,1,4,1
O000579,C2792,2025-08-11,2025-08-11,2025-08-17,Two-Day,WH_North,City_136,TX,Home,P3071,3,34.11,102.33,15.79,6,Delivered,Yes,47.01,57,Medium,NA,Consumer,CarrierC,32.69,0.319,33,Aug,2025,0,6,0
O000580,C1266,2025-07-13,2025-07-15,2025-07-22,Ground,WH_North,City_293,TX,Electronics,P9488,4,92.84,371.36,5.77,7,Delivered,No,185.68,56,Low,NA,Enterprise,CarrierA,173.19,0.466,28,Jul,2025,2,5,1
O000581,C2388,2024-11-04,2024-11-04,2024-11-09,Overnight,WH_East,City_59,NY,Toys,P4823,5,69.12,345.6,55.52,5,Delivered,No,167.74,70,Low,FREESHIP,Enterprise,CarrierC,113.94,0.33,45,Nov,2024,0,5,0
O000582,C2817,2024-04-02,2024-04-02,2024-04-12,Ground,WH_North,City_91,MI,Sports,P2631,3,11.87,35.61,5.49,10,Delivered,No,14.57,51,Medium,FREESHIP,Enterprise,CarrierD,9.43,0.265,14,Apr,2024,0,10,0
O000583,C2785,2024-08-07,2024-08-08,2024-08-11,Two-Day,WH_South,City_198,OH,Electronics,P8600,4,35,140,15.63,3,Delivered,No,70,72,Low,NA,SMB,CarrierB,45.73,0.327,32,Aug,2024,1,2,1
O000584,C2609,2024-09-15,2024-09-15,2024-09-21,Ground,WH_East,City_89,TX,Home,P1247,3,75.98,227.94,6.71,6,Delivered,No,117.55,42,High,FREESHIP,Consumer,CarrierD,98.64,0.433,37,Sep,2024,0,6,1
O000585,C2146,2024-08-26,2024-08-28,2024-08-31,Air,WH_North,City_372,CA,Sports,P7607,1,25.39,25.39,30.62,3,Delivered,No,11.49,22,High,WELCOME5,SMB,CarrierA,-19.36,-0.763,35,Aug,2024,2,1,1
O000586,C1492,2024-09-21,2024-09-21,2024-09-30,Ground,WH_North,City_9,OH,Toys,P5467,4,64.3,257.2,6.49,9,Delivered,No,118.3,56,Medium,WELCOME5,Enterprise,CarrierD,125.69,0.489,38,Sep,2024,0,9,0
O000587,C2870,2024-10-06,2024-10-06,2024-10-10,Two-Day,WH_South,City_223,PA,Apparel,P9399,2,8.58,17.16,13.03,4,Delivered,No,8.13,26,Low,WELCOME5,SMB,CarrierD,-7.12,-0.415,40,Oct,2024,0,4,0
O000588,C2360,2024-07-15,2024-07-15,2024-07-17,Overnight,WH_South,City_397,OH,Apparel,P2965,2,57.03,114.06,53.57,2,Delivered,No,47.07,26,Medium,WELCOME5,Consumer,CarrierD,10.3,0.09,29,Jul,2024,0,2,1
O000589,C2390,2025-06-06,2025-06-08,2025-06-13,Ground,WH_South,City_210,NY,Toys,P3887,1,81.88,81.88,7.42,5,Delivered,No,29.31,12,Medium,SUMMER10,Enterprise,CarrierD,43.71,0.534,23,Jun,2025,2,3,1
O000590,C2927,2024-11-29,2024-11-29,2024-12-02,Overnight,WH_East,City_63,NC,Sports,P9919,5,37.77,188.85,59.97,3,Delivered,No,87.22,70,Low,WELCOME5,SMB,CarrierB,33.26,0.176,48,Nov,2024,0,3,0
O000591,C1099,2025-04-12,2025-04-12,2025-04-17,Ground,WH_East,City_184,TX,Sports,P1150,5,79.4,397,5.81,5,Delivered,No,154.21,85,Low,FREESHIP,Consumer,CarrierD,226.78,0.571,15,Apr,2025,0,5,1
O000592,C2733,2025-09-14,2025-09-16,2025-09-21,Ground,WH_North,City_384,MI,Sports,P8048,2,50.55,101.1,6.26,5,Lost,No,51.76,28,Low,SUMMER10,SMB,CarrierC,39.72,0.393,37,Sep,2025,2,3,1
O000593,C2481,2025-11-15,2025-11-15,2025-11-20,Ground,WH_East,City_277,OH,Home,P1773,4,28.01,112.04,6.98,5,Delivered,Yes,60.93,48,High,NA,Consumer,CarrierB,38.37,0.342,46,Nov,2025,0,5,1
O000594,C2019,2025-08-19,2025-08-19,2025-08-20,Overnight,WH_West,City_6,OH,Home,P7872,2,65.15,130.3,44.86,1,Delivered,No,53.39,30,Low,SUMMER10,SMB,CarrierD,28.45,0.218,34,Aug,2025,0,1,1
O000595,C1602,2024-12-27,2024-12-28,2024-12-30,Two-Day,WH_North,City_88,MI,Beauty,P6252,5,45.83,229.15,14.04,2,Delivered,No,117.14,85,Low,SUMMER10,Enterprise,CarrierB,87.77,0.383,52,Dec,2024,1,1,1
O000596,C2235,2025-02-02,2025-02-02,2025-02-06,Two-Day,WH_Central,City_294,NY,Electronics,P7966,1,72.42,72.42,17.92,4,Delivered,No,36.21,10,Medium,NA,Enterprise,CarrierD,17.09,0.236,5,Feb,2025,0,4,0
O000597,C1503,2024-01-26,2024-01-28,2024-02-02,Ground,WH_Central,City_160,NC,Electronics,P1978,5,44.93,224.65,6.76,5,Delivered,No,112.33,75,Low,SUMMER10,Enterprise,CarrierC,96.56,0.43,4,Jan,2024,2,3,1
O000598,C1280,2025-05-21,2025-05-21,2025-05-26,Ground,WH_South,City_323,NC,Sports,P5350,4,13.23,52.92,7.13,5,Delivered,No,19.33,60,Low,FREESHIP,Enterprise,CarrierA,19.26,0.364,21,May,2025,0,5,1
O000599,C2534,2025-09-19,2025-09-20,2025-09-22,Two-Day,WH_East,City_227,IL,Electronics,P4028,1,47.68,47.68,16.97,2,Delivered,No,23.84,15,Low,WELCOME5,Consumer,CarrierB,5.07,0.106,38,Sep,2025,1,1,1
O000600,C1535,2025-04-21,2025-04-22,2025-04-30,Ground,WH_West,City_78,IL,Sports,P7551,2,55.88,111.76,6.8,8,Delivered,No,54.47,40,Medium,NA,Consumer,CarrierD,45.69,0.409,17,Apr,2025,1,7,0
O000601,C2615,2025-07-07,2025-07-08,2025-07-16,Ground,WH_West,City_132,TX,Home,P3664,1,38.9,38.9,6.53,8,Delivered,No,17.04,15,Medium,NA,SMB,CarrierA,13.53,0.348,28,Jul,2025,1,7,0
O000602,C2899,2024-03-01,2024-03-01,2024-03-04,Overnight,WH_South,City_313,NC,Sports,P5660,3,55.03,165.09,44.84,3,Delivered,Yes,84.79,39,Medium,SUMMER10,Consumer,CarrierA,30.78,0.186,9,Mar,2024,0,3,0
O000603,C1527,2025-10-31,2025-11-01,2025-11-08,Ground,WH_West,City_35,IL,Apparel,P8326,3,35.6,106.8,6.77,7,Delivered,No,58.66,51,Low,FREESHIP,Consumer,CarrierC,35.25,0.33,44,Oct,2025,1,6,1
O000604,C2778,2025-05-14,2025-05-16,2025-05-21,Ground,WH_West,City_241,NC,Home,P3755,6,67.83,406.98,5.99,5,Delivered,Yes,195.19,138,Low,SUMMER10,Enterprise,CarrierA,189.24,0.465,20,May,2025,2,3,1
O000605,C2026,2024-04-27,2024-04-28,2024-05-02,Air,WH_East,City_29,IL,Apparel,P8092,1,17.69,17.69,28.36,4,Delivered,No,9.37,15,High,FREESHIP,Enterprise,CarrierB,-21.84,-1.235,17,Apr,2024,1,3,0
O000606,C1823,2025-05-05,2025-05-06,2025-05-10,Two-Day,WH_South,City_107,TX,Apparel,P3973,5,25.08,125.4,17.06,4,Delivered,No,55.75,60,Low,FREESHIP,Enterprise,CarrierC,45.39,0.362,19,May,2025,1,3,0
O000607,C2247,2024-08-30,2024-09-01,2024-09-07,Ground,WH_South,City_73,TX,Apparel,P2436,3,30.54,91.62,7.49,6,Delivered,No,33.02,42,Low,WELCOME5,Enterprise,CarrierA,46.07,0.503,35,Aug,2024,2,4,1
O000608,C2172,2024-03-29,2024-03-29,2024-04-03,Ground,WH_Central,City_132,GA,Toys,P7373,4,6.88,27.52,6.81,5,Delivered,No,14.7,64,High,WELCOME5,Enterprise,CarrierC,-1.67,-0.061,13,Mar,2024,0,5,1
O000609,C1742,2024-08-22,2024-08-22,2024-09-01,Ground,WH_Central,City_245,NY,Sports,P6916,1,52.59,52.59,5.73,10,Delivered,No,26.5,14,Low,FREESHIP,SMB,CarrierC,18.68,0.355,34,Aug,2024,0,10,0
O000610,C1194,2025-11-01,2025-11-03,2025-11-11,Ground,WH_Central,City_148,NC,Beauty,P7567,5,57.67,288.35,6.19,8,Delivered,No,131.93,70,Low,NA,SMB,CarrierD,141.83,0.492,44,Nov,2025,2,6,0
O000611,C2545,2024-08-18,2024-08-18,2024-08-25,Ground,WH_North,City_287,CA,Apparel,P2090,3,49.68,149.04,5.02,7,Delivered,No,65.4,36,Medium,SUMMER10,Consumer,CarrierA,74.3,0.499,33,Aug,2024,0,7,1
O000612,C1340,2024-01-23,2024-01-25,2024-01-30,Ground,WH_East,City_83,TX,Beauty,P3511,4,39.93,159.72,6.49,5,Delivered,No,57,52,Low,NA,Enterprise,CarrierB,89.99,0.563,4,Jan,2024,2,3,1
O000613,C2001,2025-07-02,2025-07-04,2025-07-16,Ground,WH_West,City_151,CA,Sports,P9199,1,20.47,20.47,5.29,12,Delivered,No,9.54,16,High,FREESHIP,Consumer,CarrierB,3.72,0.182,27,Jul,2025,2,10,0
O000614,C2670,2024-05-16,2024-05-18,2024-05-23,Ground,WH_East,City_114,MI,Apparel,P8942,2,36.94,73.88,5.42,5,Delivered,No,26.21,34,Medium,NA,SMB,CarrierD,38.17,0.517,20,May,2024,2,3,1
O000615,C1658,2025-08-11,2025-08-13,2025-08-18,Ground,WH_Central,City_102,MI,Home,P4982,3,90.98,272.94,6.42,5,Delivered,No,105.79,36,Low,SUMMER10,Consumer,CarrierB,156.41,0.573,33,Aug,2025,2,3,1
O000616,C1924,2025-11-14,2025-11-16,2025-11-21,Ground,WH_North,City_370,FL,Apparel,P7686,1,83.26,83.26,5.76,5,Delivered,No,32.71,15,Medium,WELCOME5,Consumer,CarrierA,42.99,0.516,46,Nov,2025,2,3,1
O000617,C2324,2024-08-03,2024-08-05,2024-08-11,Two-Day,WH_North,City_74,OH,Home,P3197,4,43.53,174.12,12.36,6,Delivered,No,72.24,68,High,SUMMER10,Enterprise,CarrierD,81.36,0.467,31,Aug,2024,2,4,0
O000618,C1169,2025-05-10,2025-05-11,2025-05-19,Ground,WH_Central,City_164,MI,Toys,P1020,6,39.64,237.84,5.32,8,Delivered,No,89.94,96,Medium,FREESHIP,Enterprise,CarrierD,131.06,0.551,19,May,2025,1,7,0
O000619,C1374,2024-12-23,2024-12-25,2025-01-01,Ground,WH_Central,City_272,OH,Home,P5628,4,94.78,379.12,6.05,7,Delivered,No,170.93,60,Low,NA,Consumer,CarrierB,194.94,0.514,52,Dec,2024,2,5,1
O000620,C2709,2025-10-15,2025-10-15,2025-10-21,Two-Day,WH_East,City_168,MI,Beauty,P7224,5,39.36,196.8,13.53,6,Delivered,No,100.34,95,High,WELCOME5,SMB,CarrierB,71.53,0.363,42,Oct,2025,0,6,0
O000621,C2431,2024-07-27,2024-07-27,2024-08-03,Ground,WH_North,City_354,TX,Sports,P6907,4,59.85,239.4,6.41,7,Delivered,No,116.77,48,Low,SUMMER10,SMB,CarrierA,110.46,0.461,30,Jul,2024,0,7,1
O000622,C2884,2025-05-17,2025-05-17,2025-05-21,Two-Day,WH_East,City_21,NC,Toys,P4746,3,29.92,89.76,14.71,4,Delivered,No,47.16,45,Low,WELCOME5,SMB,CarrierD,22.49,0.251,20,May,2025,0,4,0
O000623,C2527,2025-03-11,2025-03-11,2025-03-13,Overnight,WH_Central,City_395,IL,Home,P3673,2,60.33,120.66,41.55,2,Delivered,No,59,24,Low,NA,Enterprise,CarrierD,17.23,0.143,11,Mar,2025,0,2,1
O000624,C1157,2024-01-05,2024-01-06,2024-01-13,Ground,WH_Central,City_312,NY,Sports,P9430,2,58.64,117.28,6.83,7,Delivered,No,44.01,26,Low,SUMMER10,Enterprise,CarrierB,63.32,0.54,1,Jan,2024,1,6,1
